	X.home.guest.GoMRI.LBN1S1	X.home.guest.GoMRI.LBN10S10	X.home.guest.GoMRI.LBN2S2	X.home.guest.GoMRI.LBN3S3	X.home.guest.GoMRI.LBN4S4	X.home.guest.GoMRI.LBN5S5	X.home.guest.GoMRI.LBN6S6	X.home.guest.GoMRI.LBN7S7	X.home.guest.GoMRI.LBN8S8	X.home.guest.GoMRI.LBN9S9	X.home.guest.GoMRI.LBO1S11	X.home.guest.GoMRI.LBO10S20	X.home.guest.GoMRI.LBO2S12	X.home.guest.GoMRI.LBO3S13	X.home.guest.GoMRI.LBO4S14	X.home.guest.GoMRI.LBO5S15	X.home.guest.GoMRI.LBO6S16	X.home.guest.GoMRI.LBO7S17	X.home.guest.GoMRI.LBO8S18	X.home.guest.GoMRI.LBO9S19	X.home.guest.GoMRI.LFN1S61	X.home.guest.GoMRI.LFN10S70	X.home.guest.GoMRI.LFN2S62	X.home.guest.GoMRI.LFN3S63	X.home.guest.GoMRI.LFN4S64	X.home.guest.GoMRI.LFN5S65	X.home.guest.GoMRI.LFN6S66	X.home.guest.GoMRI.LFN7S67	X.home.guest.GoMRI.LFN8S68	X.home.guest.GoMRI.LFN9S69	X.home.guest.GoMRI.LFO1S71	X.home.guest.GoMRI.LFO10S80	X.home.guest.GoMRI.LFO2S72	X.home.guest.GoMRI.LFO3S73	X.home.guest.GoMRI.LFO4S74	X.home.guest.GoMRI.LFO5S75	X.home.guest.GoMRI.LFO6S76	X.home.guest.GoMRI.LFO7S77	X.home.guest.GoMRI.LFO8S78	X.home.guest.GoMRI.LFO9S79	X.home.guest.GoMRI.RBN1S21	X.home.guest.GoMRI.RBN10S30	X.home.guest.GoMRI.RBN3S23	X.home.guest.GoMRI.RBN4S24	X.home.guest.GoMRI.RBN5S25	X.home.guest.GoMRI.RBN6S26	X.home.guest.GoMRI.RBN7S27	X.home.guest.GoMRI.RBN8S28	X.home.guest.GoMRI.RBN9S29	X.home.guest.GoMRI.RBO1S31	X.home.guest.GoMRI.RBO10S40	X.home.guest.GoMRI.RBO2S32	X.home.guest.GoMRI.RBO3S33	X.home.guest.GoMRI.RBO4S34	X.home.guest.GoMRI.RBO5S35	X.home.guest.GoMRI.RBO6S36	X.home.guest.GoMRI.RBO7S37	X.home.guest.GoMRI.RBO8S38	X.home.guest.GoMRI.RBO9S39	X.home.guest.GoMRI.RFN1S7	X.home.guest.GoMRI.RFN1S81	X.home.guest.GoMRI.RFN10S90	X.home.guest.GoMRI.RFN2S82	X.home.guest.GoMRI.RFN3S83	X.home.guest.GoMRI.RFN3S9	X.home.guest.GoMRI.RFN4S10	X.home.guest.GoMRI.RFN4S84	X.home.guest.GoMRI.RFN5S11	X.home.guest.GoMRI.RFN5S85	X.home.guest.GoMRI.RFN6S12	X.home.guest.GoMRI.RFN6S86	X.home.guest.GoMRI.RFN7S87	X.home.guest.GoMRI.RFN8S88	X.home.guest.GoMRI.RFN9S89	X.home.guest.GoMRI.RFO1S1	X.home.guest.GoMRI.RFO1S91	X.home.guest.GoMRI.RFO10S4	X.home.guest.GoMRI.RFO2S2	X.home.guest.GoMRI.RFO2S92	X.home.guest.GoMRI.RFO3S3	X.home.guest.GoMRI.RFO3S93	X.home.guest.GoMRI.RFO4S4	X.home.guest.GoMRI.RFO4S94	X.home.guest.GoMRI.RFO5S5	X.home.guest.GoMRI.RFO5S95	X.home.guest.GoMRI.RFO6S6	X.home.guest.GoMRI.RFO6S96	X.home.guest.GoMRI.RFO7S1	X.home.guest.GoMRI.RFO8S2	X.home.guest.GoMRI.RFO9S3	X.home.guest.GoMRI.SBN1S41	X.home.guest.GoMRI.SBN10S50	X.home.guest.GoMRI.SBN2S42	X.home.guest.GoMRI.SBN3S43	X.home.guest.GoMRI.SBN4S44	X.home.guest.GoMRI.SBN5S45	X.home.guest.GoMRI.SBN6S46	X.home.guest.GoMRI.SBN7S47	X.home.guest.GoMRI.SBN8S48	X.home.guest.GoMRI.SBN9S49	X.home.guest.GoMRI.SBO1S51	X.home.guest.GoMRI.SBO10S60	X.home.guest.GoMRI.SBO2S52	X.home.guest.GoMRI.SBO3S53	X.home.guest.GoMRI.SBO4S54	X.home.guest.GoMRI.SBO5S55	X.home.guest.GoMRI.SBO6S56	X.home.guest.GoMRI.SBO7S57	X.home.guest.GoMRI.SBO8S58	X.home.guest.GoMRI.SBO9S59	X.home.guest.GoMRI.SFN1S5	X.home.guest.GoMRI.SFN10S14	X.home.guest.GoMRI.SFN2S6	X.home.guest.GoMRI.SFN3S7	X.home.guest.GoMRI.SFN4S8	X.home.guest.GoMRI.SFN5S9	X.home.guest.GoMRI.SFN6S10	X.home.guest.GoMRI.SFN7S11	X.home.guest.GoMRI.SFN8S12	X.home.guest.GoMRI.SFN9S13	X.home.guest.GoMRI.SFO1S15	X.home.guest.GoMRI.SFO10S24	X.home.guest.GoMRI.SFO2S16	X.home.guest.GoMRI.SFO3S17	X.home.guest.GoMRI.SFO4S18	X.home.guest.GoMRI.SFO5S19	X.home.guest.GoMRI.SFO6S20	X.home.guest.GoMRI.SFO7S21	X.home.guest.GoMRI.SFO8S22	X.home.guest.GoMRI.SFO9S23
Bacteria|Aegiribacteria|NA|NA|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.001578556	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00173364	0.000585732	2.87E-03	1.94E-03	0	0.001707927	0.00278063	3.04E-03	0	3.37E-03	2.58E-03	4.53E-03	0.001056906	1.29E-03	4.10E-04	1.19E-04	0.00E+00	3.04E-04	2.89E-04	9.06E-04	6.74E-03	3.67E-03	3.29E-03	8.77E-03	1.03E-02	1.22E-02	4.24E-03	1.07E-02	8.60E-03	6.12E-03	6.09E-03	7.62E-03	1.55E-03	0.00136072	7.51E-03	9.68E-03	5.51E-03	1.14E-02	3.36E-03	6.67E-03
Bacteria|Bacteroidetes|Bacteroidia|Cytophagales|Cyclobacteriaceae|Fulvivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	1.93E-04	0.00E+00	1.45E-04	0.00E+00	0.00E+00	0.002513991	1.08E-03	2.34E-03	0.000928563	0	4.11E-04	0.000231091	0	0.00078964	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.91E-05	0	1.64E-04	0.00E+00	0.000177189	1.75E-04	0	0	0	0.00E+00	0.00E+00	2.51E-04	0.00E+00	0.00E+00	9.72E-05	0.013273993	0.005271584	7.69E-03	4.47E-03	0	0.005393452	0.005882101	6.68E-03	0.004925098	1.14E-02	7.29E-03	1.38E-02	0.004005118	9.90E-03	2.07E-03	2.08E-04	2.60E-04	1.11E-03	2.17E-04	3.48E-03	8.66E-03	6.16E-03	6.78E-03	1.23E-02	1.04E-02	1.21E-02	1.05E-02	7.84E-03	9.36E-03	6.19E-03	1.12E-02	1.31E-02	3.22E-02	0.00823916	6.14E-03	8.91E-03	1.05E-02	1.07E-02	6.47E-03	1.00E-02
Bacteria|Proteobacteria|Alphaproteobacteria|Tistrellales|Geminicoccaceae|Candidatus_Alysiosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331605	8.22E-05	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.002951207	4.35E-03	5.09E-03	0.006716603	0.00012988	1.35E-03	0.000462181	0	0.001066014	0.002198446	5.85E-03	0.0004953	8.80E-03	5.12E-03	6.98E-04	3.58E-03	4.39E-03	0.000653031	2.09E-03	0	1.62E-03	6.13E-04	3.11E-03	9.15E-04	2.00E-03	1.69E-03	0.003033459	8.77E-04	1.40E-03	0.010467779	7.97E-03	0	0.001719374	0.000142704	0.00E+00	5.01E-03	5.42E-03	3.66E-03	3.69E-04	3.97E-03	0.024296841	0.017103362	2.76E-02	1.65E-02	0	0.022832282	0.025239562	2.63E-02	0.013954443	2.81E-02	2.23E-02	4.17E-02	0.005673917	4.83E-02	1.40E-02	5.65E-03	2.48E-03	8.57E-03	8.50E-04	1.45E-02	3.76E-02	2.94E-02	2.94E-02	3.73E-02	3.20E-02	3.84E-02	3.30E-02	2.89E-02	3.70E-02	3.06E-02	4.53E-02	4.85E-02	4.02E-02	0.0247549	3.12E-02	4.09E-02	4.21E-02	3.82E-02	3.08E-02	3.83E-02
Bacteria|Proteobacteria|Alphaproteobacteria|Micropepsales|Micropepsaceae|Rhizomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866507	0.001884119	1.04E-03	0.000692387	0.000638893	4.15E-04	9.96E-04	0.00E+00	4.47E-04	4.25E-03	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00618418	0.004217267	4.94E-03	2.92E-03	0	0.001024756	0.000705852	1.89E-03	0.007592859	3.08E-03	6.17E-04	6.43E-03	0.03471102	8.68E-04	2.49E-03	3.74E-03	3.16E-03	2.48E-03	1.10E-02	5.54E-03	8.22E-03	7.00E-03	3.71E-03	2.98E-03	4.52E-03	4.99E-03	5.70E-03	3.10E-03	3.46E-03	2.84E-03	3.24E-03	4.86E-03	6.31E-04	0.001537614	3.03E-03	3.21E-03	2.18E-03	2.45E-03	2.98E-03	1.94E-03
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Candidatus_Benitsuchiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	2.93E-04	0.00E+00	0	0	0.00E+00	0	0	0	0	2.91E-04	0.014521304	2.01E-04	1.19E-03	3.52E-03	6.55E-04	5.60E-03	0.002891993	9.10E-05	0.026429855	6.66E-03	3.39E-03	8.03E-04	2.28E-03	2.85E-03	3.54E-03	0	9.13E-03	1.15E-02	0.019490786	1.82E-02	0	0	0	0.00E+00	3.59E-04	4.37E-04	8.83E-03	0.00E+00	2.51E-03	0	0	0.00E+00	0.00E+00	0	0	0	0.00E+00	0	0.00E+00	3.63E-05	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.10E-04	1.71E-04	3.35E-04	1.31E-04	3.02E-04	1.70E-04	1.71E-04	3.75E-04	4.24E-04	1.87E-04	3.06E-04	6.55E-05	0.00E+00	0.000112259	2.37E-04	1.39E-04	1.81E-04	1.22E-04	1.55E-04	1.63E-04
Bacteria|Actinobacteria|Acidimicrobiia|Microtrichales|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319966	0	0	0	0.000120584	1.00E-04	0.000498518	0.001597232	0.00E+00	2.40E-04	3.37E-04	7.24E-04	0.00E+00	0	0.00E+00	9.34E-04	0.000495233	0.001948197	5.84E-04	0.000302195	0.001280186	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.012808239	0.014994728	8.68E-03	4.56E-03	0	0.008234004	0.007678816	6.28E-03	0.016211779	8.11E-03	9.88E-03	8.99E-04	0.007287089	7.44E-03	4.52E-03	4.97E-03	3.64E-03	4.97E-03	2.24E-03	6.44E-03	0.00E+00	8.53E-05	0.00E+00	2.32E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.96E-04	6.03E-05	7.00E-04	2.79E-04	2.38E-02	0.004242045	3.18E-04	6.87E-04	1.22E-03	2.76E-04	1.40E-04	1.41E-04
Bacteria|Dependentiae|Babeliae|Babeliales|Vermiphilaceae|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	1.49E-04	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00168189	0	9.45E-04	5.47E-04	0	0	0	3.53E-04	0	6.73E-04	1.34E-04	5.16E-04	0	1.07E-03	4.39E-04	5.76E-04	1.98E-03	8.71E-04	4.16E-04	1.21E-03	5.99E-03	1.59E-02	1.10E-02	4.36E-03	1.01E-02	7.61E-03	1.44E-02	1.12E-02	5.20E-03	1.06E-02	8.45E-03	4.90E-03	1.09E-03	0.001969642	8.82E-03	6.05E-03	4.67E-03	1.15E-02	9.62E-03	9.90E-03
Bacteria|Patescibacteria|Microgenomatia|Candidatus_Woesebacteria|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	4.92E-04	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00012988	4.36E-04	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.012290734	0.017962435	2.32E-02	2.01E-02	0	0.021807526	0.015550137	1.48E-02	0.033244408	7.68E-03	5.39E-03	3.43E-03	0.011347833	9.12E-03	2.57E-02	2.04E-02	2.72E-02	1.58E-02	1.00E-02	1.24E-02	1.86E-03	5.01E-03	4.50E-03	1.98E-03	2.20E-03	1.86E-03	3.19E-03	2.71E-03	2.72E-03	2.33E-03	1.23E-03	1.13E-03	8.33E-03	0.008463679	2.71E-03	2.08E-03	2.18E-03	1.52E-03	2.84E-03	1.67E-03
Bacteria|Calditrichaeota|Calditrichia|Calditrichales|Calditrichaceae|JdFR-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.004831235	1.13E-03	7.33E-03	0.015011762	0	0.00E+00	0.01491423	0	0.00355338	0.000732816	1.63E-04	0.012506332	0.00E+00	5.39E-05	0.00E+00	4.76E-03	6.26E-03	0.000419806	0.00E+00	0.020192409	8.97E-04	0.00E+00	5.41E-03	4.23E-04	2.98E-02	3.35E-02	0.004233259	0.00E+00	0.00E+00	0	0.00E+00	0.037258541	0.067270494	0.008633607	7.96E-03	1.24E-02	1.12E-02	1.05E-04	0.00E+00	0.00E+00	0	0	0.00E+00	0.00E+00	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
Bacteria|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|ADurb.Bin120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	1.93E-04	0.00E+00	0.00E+00	0.00E+00	2.34E-04	0.000874432	7.66E-04	9.34E-04	0.001392844	0	0.00E+00	0	0	0.000631712	0.000205188	4.55E-04	0.001035628	0.00E+00	6.04E-04	0.00E+00	0.00E+00	3.38E-04	0	2.58E-04	0.002114388	2.50E-03	0.00E+00	9.32E-05	0.00E+00	1.41E-04	1.75E-04	0	0.00E+00	0.00E+00	0.035056155	2.13E-02	0.064824362	0.09643844	0.001926507	1.64E-03	1.98E-04	8.82E-05	3.29E-05	0.00E+00	1.18E-03	0.007141563	0.001483853	3.08E-03	2.25E-03	0	0.006184492	0.001604209	1.25E-03	0.002462549	1.87E-03	3.27E-02	2.70E-02	0.001724426	2.34E-02	2.10E-03	4.57E-04	0.00E+00	2.47E-04	0.00E+00	1.92E-03	3.96E-02	9.35E-03	7.57E-03	1.00E-02	9.27E-03	2.16E-02	5.84E-03	1.04E-02	1.69E-02	7.78E-03	1.64E-02	2.08E-02	4.73E-03	0.003473238	1.17E-02	1.78E-02	1.12E-02	1.05E-02	7.93E-03	9.60E-03
Bacteria|Acidobacteria|Acidobacteriia|Solibacterales|Solibacteraceae_(Subgroup_3)|AKIW659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	3.59E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.000174886	8.03E-04	4.50E-05	0.002878544	0	0.00E+00	0.000319972	0	0	0.002579511	9.73E-03	0.000664153	3.76E-02	6.70E-03	6.98E-04	2.18E-03	2.74E-02	0.004757796	1.18E-03	0.001057194	2.84E-03	4.58E-04	1.99E-03	2.55E-03	2.09E-03	1.24E-03	0.001131888	1.64E-03	1.52E-03	0.00174463	1.02E-03	0.010517633	0.006155972	0.000784873	6.37E-04	1.69E-02	1.23E-02	6.99E-03	1.74E-04	1.22E-03	0	0	0.00E+00	0.00E+00	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	4.66E-04	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.24E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
Bacteria|Acidobacteria|Subgroup_5|NA|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.006973592	1.11E-02	1.37E-02	0.003002352	0.000296868	3.70E-04	0.010594614	0	0.005369552	0.007122966	4.16E-02	0.012078573	5.06E-02	2.38E-02	4.54E-03	1.99E-02	1.05E-02	0.011544651	7.87E-03	0.01099482	5.29E-03	4.46E-03	2.08E-02	1.09E-02	1.47E-02	1.50E-02	0.008489157	1.52E-02	1.39E-02	0.037509541	3.49E-02	0.006461813	0.013601474	0.000499465	6.74E-04	3.47E-02	4.40E-02	1.82E-02	3.84E-03	1.57E-03	0.000181127	0	1.82E-04	3.39E-05	0	0	0	9.33E-05	0	0.00E+00	4.31E-04	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.15E-04	2.17E-04	2.85E-04	7.81E-05	4.26E-05	4.72E-05	0.00E+00	7.60E-05	6.88E-05	0.00E+00	1.18E-04	1.49E-04	1.32E-04	1.09E-04	9.65E-05	6.81E-05	5.78306E-05	1.04E-04	1.44E-04	0.00E+00	0.00E+00	0.00E+00	1.22E-04
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Magnetospirillaceae|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006586881	3.13E-03	0	0.000585652	3.32E-04	0.00E+00	7.47E-04	0.00E+00	4.42E-04	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.002380521	0.001757195	4.34E-03	4.29E-03	0	0.01024756	0.006673511	3.53E-03	0.002052124	3.82E-03	3.54E-03	2.16E-04	0	4.84E-03	8.33E-03	1.22E-02	2.08E-02	7.83E-03	6.80E-03	6.13E-03	5.79E-05	4.60E-04	3.69E-04	1.31E-04	2.06E-04	0.00E+00	0.00E+00	2.90E-04	6.83E-04	2.10E-04	1.25E-03	1.72E-04	1.95E-02	0.011382424	7.86E-04	5.36E-04	2.26E-03	2.49E-04	6.72E-04	4.70E-04
Bacteria|Bacteroidetes|Bacteroidia|Sphingobacteriales|KD1-131|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-03	0	0.000186344	7.19E-04	1.34E-03	8.43E-05	0.00E+00	3.39E-03	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.21E-05	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00173364	0.00062478	2.15E-03	1.57E-03	0	0.001312407	0.001882272	8.63E-04	0	2.25E-03	8.72E-04	4.33E-04	0	0.00E+00	3.88E-04	1.79E-04	1.48E-03	1.60E-03	3.98E-04	2.21E-03	5.23E-03	6.42E-03	8.33E-03	1.01E-02	1.06E-02	5.29E-03	6.89E-03	1.07E-02	1.15E-02	1.55E-02	1.06E-02	8.00E-03	8.61E-04	0.008456875	1.11E-02	9.34E-03	7.29E-03	1.66E-02	1.24E-02	8.10E-03
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Hirschia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120584	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.00E+00	0	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.009961963	0.01304229	9.76E-03	7.14E-03	0	0.013519587	0.009004962	7.55E-03	0.023804638	6.07E-03	4.03E-03	4.16E-04	0.005173277	1.28E-03	8.31E-03	1.55E-02	2.55E-02	1.30E-02	1.04E-02	5.01E-03	1.13E-04	2.39E-04	1.29E-04	1.24E-04	6.26E-05	1.51E-04	2.32E-04	6.62E-05	1.33E-04	2.38E-04	3.33E-04	4.83E-05	1.01E-03	0.002670413	2.29E-04	1.08E-04	1.34E-04	7.18E-05	0.00E+00	5.64E-05
Bacteria|Planctomycetes|Phycisphaerae|S-70|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000783794	1.64E-04	0	0	2.49E-04	0.00E+00	0.00E+00	0.00E+00	4.80E-03	0	0.00E+00	2.12E-03	0.000557138	0	2.38E-04	0.001084348	0	0	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	5.02E-05	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0.000954094	6.31E-04	0.001099883	0.001535155	0.000428113	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.000439879	0.003436292	1.09E-03	2.45E-03	0	0.002498966	0.000941136	1.13E-03	0	2.38E-03	1.72E-03	5.04E-03	0	5.88E-03	9.39E-04	6.65E-04	0.00E+00	6.32E-03	0.00E+00	2.14E-03	7.41E-03	6.48E-04	1.15E-03	5.60E-03	3.03E-03	1.50E-02	1.26E-03	4.92E-03	1.12E-02	2.48E-03	3.61E-03	1.49E-02	1.06E-02	0.00527279	2.19E-03	6.06E-03	1.07E-02	3.52E-03	4.21E-04	2.66E-03
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000889304	1.34E-03	0.000553909	0.000425928	1.55E-03	0.00E+00	6.37E-03	0.00E+00	1.56E-04	0	0.00E+00	2.84E-03	0	0.000983375	0.00E+00	0	0.001280186	0	0	1.50E-04	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	0	0.00E+00	0	0	0	3.28E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.004993919	0.003045804	2.98E-03	2.39E-03	0	0.002391097	0.001518652	3.50E-03	0.006977221	3.45E-03	2.11E-03	5.19E-03	0.001056906	1.23E-03	1.17E-03	1.09E-03	6.25E-04	2.24E-03	3.09E-03	5.56E-03	4.50E-03	5.95E-03	4.27E-03	6.73E-03	4.39E-03	4.27E-03	5.44E-03	6.44E-03	4.73E-03	6.85E-03	1.01E-02	5.57E-03	3.47E-03	0.007752703	7.10E-03	1.15E-02	7.90E-03	1.13E-02	4.56E-03	6.42E-03
